timestamp_us,timestamp_s,sdu_generated_count,l2cap_send_attempt_count,l2cap_send_success_count,l2cap_send_error_count,can_send_wait_last_us,can_send_wait_max_us,packet_sent_wait_max_us,audio_busy_current_duration_us,audio_busy_max_duration_us,ring_fill_current,ring_fill_min,ring_fill_max,ring_underrun_count,ring_overrun_count,sequence_generated,sequence_sent,sequence_skip_count,audio_timer_gap_max_us,audio_timer_late_count,usb_pcm_underrun_count,trace_dropped,hci_write_count,hci_write_error_count,hci_write_last_us,hci_write_max_us,cyw43_lock_wait_last_us,cyw43_lock_wait_max_us,cyw43_lock_hold_last_us,cyw43_lock_hold_max_us,btstack_run_loop_gap_last_us,btstack_run_loop_gap_max_us,hci_to_packet_sent_last_us,hci_to_packet_sent_max_us,rssi_sample_count,rssi_request_skipped_count,rssi_slot0_dbm,rssi_slot1_dbm,rssi_slot0_age_us,rssi_slot1_age_us,tx_stale_drop_count,tx_stale_drop_frames
2960247664,2960.247664,146814,146782,146782,0,6,8,49166,0,49174,0,0,11,0,0,125,125,32,75064,1,0,367977,227643,0,244,283,1,3,60,828522,2164,75064,22,24,5850,0,-77,-2147483648,230040,4294967295,0,0
2960497664,2960.497664,146826,146794,146794,0,6,8,49166,0,49174,0,0,11,0,0,137,137,32,75064,1,0,367977,227661,0,137,283,1,3,60,828522,2167,75064,21,24,5850,0,-77,-2147483648,480040,4294967295,0,0
2960747664,2960.747664,146839,146807,146807,0,6,8,49166,0,49174,0,0,11,0,0,150,150,32,75064,1,0,367977,227682,0,244,283,1,3,60,828522,2165,75064,22,24,5851,0,-75,-2147483648,229902,4294967295,0,0
2960997664,2960.997664,146851,146819,146819,0,6,8,49166,0,49174,0,0,11,0,0,162,162,32,75064,1,0,367977,227700,0,245,283,1,3,60,828522,2167,75064,22,24,5851,0,-75,-2147483648,479902,4294967295,0,0
2961247664,2961.247664,146864,146832,146832,0,6,8,49166,0,49174,0,0,11,0,0,175,175,32,75064,1,0,367977,227720,0,244,283,1,3,1,828522,2164,75064,22,24,5852,0,-80,-2147483648,229028,4294967295,0,0
2961497664,2961.497664,146876,146844,146844,0,6,8,49166,0,49174,0,0,11,0,0,187,187,32,75064,1,0,367977,227739,0,137,283,1,3,60,828522,2167,75064,21,24,5852,0,-80,-2147483648,479028,4294967295,0,0
2961747666,2961.747666,146889,146857,146857,0,6,8,49166,0,49174,0,0,11,0,0,200,200,32,75064,1,0,367977,227759,0,245,283,1,3,60,828522,2164,75064,21,24,5853,0,-83,-2147483648,228741,4294967295,0,0
2961997668,2961.997668,146901,146869,146869,0,6,8,49166,0,49174,0,0,11,0,0,212,212,32,75064,1,0,367977,227777,0,244,283,0,3,61,828522,1167,75064,21,24,5853,0,-83,-2147483648,478743,4294967295,0,0
2962247668,2962.247668,146914,146882,146882,0,6,8,49166,0,49174,0,0,11,0,0,225,225,32,75064,1,0,367977,227797,0,244,283,1,3,60,828522,2164,75064,21,24,5854,0,-77,-2147483648,216903,4294967295,0,0
2962497668,2962.497668,146926,146894,146894,0,6,8,49166,0,49174,0,0,11,0,0,237,237,32,75064,1,0,367977,227816,0,138,283,1,3,60,828522,2167,75064,22,24,5854,0,-77,-2147483648,466903,4294967295,0,0
2962747668,2962.747668,146939,146907,146907,0,6,8,49166,0,49174,0,0,11,0,0,250,250,32,75064,1,0,367977,227836,0,244,283,1,3,60,828522,2164,75064,22,24,5855,0,-77,-2147483648,215783,4294967295,0,0
2962997670,2962.997670,146951,146919,146919,0,6,8,49166,0,49174,0,0,11,0,0,6,6,32,75064,1,0,367977,227854,0,244,283,1,3,2,828522,2167,75064,22,24,5855,0,-77,-2147483648,465785,4294967295,0,0
2963247670,2963.247670,146964,146932,146932,0,6,8,49166,0,49174,0,0,11,0,0,19,19,32,75064,1,0,367977,227874,0,245,283,1,3,60,828522,2164,75064,21,24,5856,0,-79,-2147483648,215614,4294967295,0,0
2963497670,2963.497670,146976,146944,146944,0,6,8,49166,0,49174,0,0,11,0,0,31,31,32,75064,1,0,367977,227893,0,138,283,1,3,60,828522,2167,75064,21,24,5856,0,-79,-2147483648,465614,4294967295,0,0
2963747671,2963.747671,146989,146957,146957,0,5,8,49166,0,49174,0,0,11,0,0,44,44,32,75064,1,0,367977,227913,0,138,283,0,3,2,828522,2164,75064,22,24,5857,0,-76,-2147483648,214009,4294967295,0,0
2963997672,2963.997672,147001,146969,146969,0,6,8,49166,0,49174,0,0,11,0,0,56,56,32,75064,1,0,367977,227931,0,244,283,1,3,60,828522,2167,75064,22,24,5857,0,-76,-2147483648,464010,4294967295,0,0
2964247672,2964.247672,147014,146982,146982,0,6,8,49166,0,49174,0,0,11,0,0,69,69,32,75064,1,0,367977,227951,0,245,283,1,3,60,828522,2164,75064,21,24,5858,0,-74,-2147483648,212799,4294967295,0,0
2964497672,2964.497672,147026,146994,146994,0,6,8,49166,0,49174,0,0,11,0,0,81,81,32,75064,1,0,367977,227970,0,138,283,1,3,60,828522,2167,75064,22,24,5858,0,-74,-2147483648,462799,4294967295,0,0
2964747674,2964.747674,147039,147007,147007,0,6,8,49166,0,49174,0,0,11,0,0,94,94,32,75064,1,0,367977,227989,0,244,283,1,3,60,828522,2164,75064,22,24,5859,0,-80,-2147483648,211867,4294967295,0,0
2964997674,2964.997674,147051,147019,147019,0,6,8,49166,0,49174,0,0,11,0,0,106,106,32,75064,1,0,367977,228008,0,244,283,1,3,61,828522,2167,75064,22,24,5859,0,-80,-2147483648,461867,4294967295,0,0
